youtube_id,start_seconds,label,split
sCOwXmZKJCk,30,ocean burbling,train
4lNsWi99V5Y,280,ocean burbling,train
eiideGM_qIo,30,ocean burbling,train
Vuex1lUNDE8,10,ocean burbling,train
jn0DEIUvSis,230,ocean burbling,train
6RzUj89yTQ8,10,ocean burbling,train
S_aiAxSDTAk,0,ocean burbling,train
5wEED19iRfc,1,ocean burbling,train
XyXGl7VwesA,30,ocean burbling,train
M-gT9Diw7uc,10,ocean burbling,train
mdZx4sDs3Yc,10,ocean burbling,train
Rj4gBVEl6r4,30,ocean burbling,train
EB1qXJWBbEQ,30,ocean burbling,train
RSsewzGIpDY,90,ocean burbling,train
ERfCd5axxy0,490,ocean burbling,train
Fk_8RpnKAf0,200,ocean burbling,train
AIB-LXGOH6A,40,ocean burbling,train
Rc7rHdHPwGw,30,ocean burbling,train
Pmt4mkQ__GU,14,ocean burbling,train
mgV27saeC0c,30,ocean burbling,train
hfibyjr6OYc,30,ocean burbling,train
KHtiuxSR_xI,210,ocean burbling,train
MwdXYNNk8Mc,30,ocean burbling,train
1_dNS2GmbjM,80,ocean burbling,train
QjySoXIZYno,430,ocean burbling,train
JYkzSc7HDCI,80,ocean burbling,train
whe0X0D7OWk,100,ocean burbling,train
cqWhnOzgyw0,30,ocean burbling,train
o0HCvatQ8eU,30,ocean burbling,train
G1LhbF6TxXs,60,ocean burbling,train
NCLmyiyYIBQ,30,ocean burbling,train
3nXSnfYU_P0,0,ocean burbling,train
26JmsP1D9oQ,520,ocean burbling,train
c84w0ECD-Lc,10,ocean burbling,train
iGLoduLdy_I,0,ocean burbling,train
iXsxYk1bqiI,0,ocean burbling,train
Mhxj2fL8ZhE,10,ocean burbling,train
RMkMmbCwScE,110,ocean burbling,train
o_gI6qy-NG0,190,ocean burbling,train
7YwNB0qvNRc,470,ocean burbling,train
3ebis9gvmco,80,ocean burbling,train
KR42f4AZnkw,20,ocean burbling,train
KVDcIgTb48g,224,ocean burbling,train
_APcpi5SJjk,0,ocean burbling,train
WYCUHc-BlM0,30,ocean burbling,train
qy4rHdLVph4,90,ocean burbling,train
yHTqbLk2AhQ,110,ocean burbling,train
oc0UpAVwDtU,20,ocean burbling,train
wzNBGImVUW8,370,ocean burbling,train
Jp4BuR7ECuo,30,ocean burbling,train
Mgzr9_Eaaa4,20,ocean burbling,train
J8p6RfVGAQ4,0,ocean burbling,train
8huUloPdwxc,30,ocean burbling,train
gTEtMfhBKsg,0,ocean burbling,train
0Y_aNARlRkc,30,ocean burbling,train
E_WCF2--2pY,46,ocean burbling,train
EqxU8G1MBU4,30,ocean burbling,train
SPvKV-bFKbE,20,ocean burbling,train
wfrtVnsVNhc,210,ocean burbling,train
nU_LOoiSSRw,30,ocean burbling,train
_LaS4wWiwKE,0,ocean burbling,train
KFDlOg7quMo,150,ocean burbling,train
eeqAUWORR08,50,ocean burbling,train
ye6QlEukYmk,60,ocean burbling,train
8w8SM8wavPQ,280,ocean burbling,train
CwurZdDzodw,20,ocean burbling,train
XsPx31ufNcQ,250,ocean burbling,train
qQAHrWc5v8w,30,ocean burbling,train
vNTqRIv8ltk,30,ocean burbling,train
UO3orIJGV30,30,ocean burbling,train
yVqvMcXXu5c,40,ocean burbling,train
C7x4SIShmg0,30,ocean burbling,train
Ok9nPRCJgp4,560,ocean burbling,train
S0CeRESBmgQ,20,ocean burbling,train
YVOmkmjoT40,30,ocean burbling,train
4oDeIv9gA-k,310,ocean burbling,train
MvC9bKhl61E,30,ocean burbling,train
2OQSobdyPsI,0,ocean burbling,train
AxiYPYD2hDU,0,ocean burbling,train
bYcNTWgMOec,50,ocean burbling,train
lp2XxHX8yVM,280,ocean burbling,train
SF4RW3G8vpU,30,ocean burbling,train
FEGNtfdHTAA,0,ocean burbling,train
rBiaIL_vF4E,160,ocean burbling,train
GkXxK-D_aM0,100,ocean burbling,train
mhIwDxeZr_I,180,ocean burbling,train
lL90pa5UM4c,100,ocean burbling,train
ca859u1g194,20,ocean burbling,train
i2Gcft-WlwA,80,ocean burbling,train
L4kfXDaXrvY,130,ocean burbling,train
miIKNrce71o,20,ocean burbling,train
Cv2lzJED1bw,0,ocean burbling,train
wlQe8mIhseg,310,ocean burbling,train
IPijhPxR8Uw,30,ocean burbling,train
ikIj6yjVnJ0,30,ocean burbling,train
3WwPU4zyorM,30,ocean burbling,train
RJXvcnvtB5w,70,ocean burbling,train
AgcugUemPpQ,20,ocean burbling,train
hpeLnwE68z8,0,ocean burbling,train
k2EZpTVUWSo,30,ocean burbling,train
F1Gizea5IMg,20,ocean burbling,train
NYMx7qKkdss,20,ocean burbling,train
3kFsv0tPLcA,200,ocean burbling,train
LbJZuD_Y_uM,30,ocean burbling,train
NF0UGyekXBY,140,ocean burbling,train
6vvS9eG0OCg,170,ocean burbling,train
ZTro2rnPfp8,20,ocean burbling,train
mbTphsggL6c,0,ocean burbling,train
zNrfmxmdDMg,60,ocean burbling,train
RvDOrM3bYzE,30,ocean burbling,train
D7dVlhBcdBs,80,ocean burbling,train
AcltNAjDORY,0,ocean burbling,train
vgmSMgt_fjE,0,ocean burbling,train
tq9ca-I4H80,10,ocean burbling,train
Iag3wmk9Wj4,230,ocean burbling,train
77EFHMh6VDM,20,ocean burbling,train
chIcsnCHHh8,40,ocean burbling,train
G6abZ8Eze6E,240,ocean burbling,train
RY4bF9C1sCw,30,ocean burbling,train
Q92b6Bo-89o,100,ocean burbling,train
zlMe3gGGTHo,0,ocean burbling,train
54agapWNbjs,30,ocean burbling,train
MkRTLP2_wgQ,60,ocean burbling,train
Z1-AHXmZd0I,30,ocean burbling,train
MWNXngcmxFM,330,ocean burbling,train
vb-m9qlrvOk,30,ocean burbling,train
Lhd0A3gu2gA,270,ocean burbling,train
zJa-UAWNros,350,ocean burbling,train
cNoL9sMb8MM,50,ocean burbling,train
bGSKeT0RUJY,0,ocean burbling,train
xGiAy44SJtk,80,ocean burbling,train
JOc_6ey4_HA,0,ocean burbling,train
j3ku6tw_rm4,30,ocean burbling,train
w9qgyvuemy4,30,ocean burbling,train
WePlrVlVZSs,25,ocean burbling,train
KkDHsXEUV-g,30,ocean burbling,train
94Dogkx6gC0,20,ocean burbling,train
lUmqedXtvhg,30,ocean burbling,train
ITxKPZN4_v8,30,ocean burbling,train
5CS_sySo-aU,270,ocean burbling,train
D1Q-ikhoPcs,0,ocean burbling,train
DY5N_hh_fyw,80,ocean burbling,train
BrLZq9Vtg4Q,50,ocean burbling,train
m55Fx5rDh8g,50,ocean burbling,train
cVXTNpTs32M,240,ocean burbling,train
rPa9mZsprbw,160,ocean burbling,train
uIWbMmokuiA,150,ocean burbling,train
3heFzrR9Eio,0,ocean burbling,train
96y3JlMWP10,230,ocean burbling,train
ZCI7MHve_qM,60,ocean burbling,train
DB0WPKC18JA,14,ocean burbling,train
eFszo-B0xDM,30,ocean burbling,train
clX4fPaR-w4,20,ocean burbling,train
LqhjQLbxtcI,0,ocean burbling,train
ksaVA2kAjac,30,ocean burbling,train
FTEpVRLfOt4,0,ocean burbling,train
cK5TqkZqjss,70,ocean burbling,train
31kLit-dDkg,30,ocean burbling,train
kT8trN_XU60,0,ocean burbling,train
bpqvsZ-6tNI,280,ocean burbling,train
WgnoWhknuIo,40,ocean burbling,train
vtENx6Rzqpo,60,ocean burbling,train
wzf-c3-vlQE,10,ocean burbling,train
qmDNjcLU6M0,150,ocean burbling,train
zggiDbSagrw,0,ocean burbling,train
rp_Ezh-8fTk,30,ocean burbling,train
Ekm8xTqHSv4,250,ocean burbling,train
1hiicV2uaC0,10,ocean burbling,train
1c72xzS3vLw,10,ocean burbling,train
j-hcKkfVOpM,30,ocean burbling,train
zoSSM7iOydc,90,ocean burbling,train
Y7qQjln-glI,30,ocean burbling,train
FfhtdxBVE9M,10,ocean burbling,train
74SitK1P0JY,0,ocean burbling,train
5C-8fnxpNTI,30,ocean burbling,train
tBwkHMiIQQw,10,ocean burbling,train
Jww7vPoUmgg,90,ocean burbling,train
5QCIl2vmyHk,60,ocean burbling,train
yfNGtWjryoY,250,ocean burbling,train
ktR8q_GLG04,0,ocean burbling,train
TZ3cWTikPUU,10,ocean burbling,train
RMhxg8dOPrI,150,ocean burbling,train
-FXgPsF8hqk,120,ocean burbling,train
ssoHpV4_CoI,0,ocean burbling,train
lcVezM0lG0k,40,ocean burbling,train
Z8qu10OEsng,30,ocean burbling,train
-Rry0mqLHUA,20,ocean burbling,train
3BwkgRUrSUY,30,ocean burbling,train
Icmmjnr6x2I,0,ocean burbling,train
VaHMjnTkHLY,10,ocean burbling,train
t7Pz3KRuIww,30,ocean burbling,train
Oas-FJlMKEs,60,ocean burbling,train
6WFznj9XoM4,140,ocean burbling,train
kQchuyS08nE,0,ocean burbling,train
Tv6xO_tdZo0,30,ocean burbling,train
c8C-pYhRkjM,40,ocean burbling,train
xAGG_s-DX0w,70,ocean burbling,train
e9rEIvaDX58,90,ocean burbling,train
qyLUXjhAR7Y,0,ocean burbling,train
0aU7UzFhzZA,0,ocean burbling,train
VGW-cfP3CqE,272,people crowd,train
hy3e4RD-CGU,300,people crowd,train
iI_ZBE9zN5w,150,people crowd,train
c3Tavp3FOks,30,people crowd,train
OVpBNJbi47k,200,people crowd,train
dOyRmGuTPnM,350,people crowd,train
aSF4PVmgU0c,30,people crowd,train
UiKniQab5Dk,98,people crowd,train
qEoAF5e8w74,50,people crowd,train
6m_JYbYpDUo,380,people crowd,train
maaCrEnwv6g,100,people crowd,train
3YaI8p2pAoM,90,people crowd,train
azcDNBm8CBQ,20,people crowd,train
yKAi6TAhHU4,180,people crowd,train
ustF7xyXCqQ,210,people crowd,train
svQeRgJJf3g,30,people crowd,train
ForN2iu3d4o,100,people crowd,train
rzFSk7NMGqQ,30,people crowd,train
jPoQu_FwxYI,90,people crowd,train
IMyx1alLqbU,390,people crowd,train
Weg3fP0lZmE,122,people crowd,train
9L9XJAwCV10,210,people crowd,train
LBYg2Ee9THI,190,people crowd,train
VP_Bx8EVhPc,10,people crowd,train
B6b2SyD_sZ0,30,people crowd,train
CUFBalzotgk,30,people crowd,train
4xR6HvjYEII,30,people crowd,train
yzpRPaOktOs,130,people crowd,train
t4IcQmU1qfk,130,people crowd,train
v_XdRsVoOog,380,people crowd,train
K0esxBfeIgE,110,people crowd,train
6umTGnG4_64,0,people crowd,train
a3NmUlnBjR0,10,people crowd,train
U9Tg6cdq9rA,10,people crowd,train
L947ffb6Qlc,190,people crowd,train
AMV7016wgoU,400,people crowd,train
e5PnwymcKOw,140,people crowd,train
Ye8Coxt72Ok,30,people crowd,train
sxiVIGK5AEc,10,people crowd,train
2eN39YWP7Sk,240,people crowd,train
IksY7u527dA,310,people crowd,train
4nPwg37Vrg4,30,people crowd,train
HrNnLrFCrbo,50,people crowd,train
yLS4aPktlKk,30,people crowd,train
HC3xwEBBcIk,200,people crowd,train
FcJApggTD4A,210,people crowd,train
uHTGdgCNlLo,100,people crowd,train
Zn78s0ELBe0,30,people crowd,train
PqgwjSOMLOo,30,people crowd,train
p1qG1nZbT9M,190,people crowd,train
Y3VVwVL6VPU,30,people crowd,train
raia58seqYA,180,people crowd,train
E6x_qv3RORE,230,people crowd,train
YPrPuHSroxg,200,people crowd,train
0WNOPW63k3o,103,people crowd,train
16mThHSO3RM,130,people crowd,train
_o8yh1Zufic,270,people crowd,train
-mpPIrccTjA,0,people crowd,train
Bmmo3MNrAhA,170,people crowd,train
nSd7dB9Mzww,30,people crowd,train
H6z_gPH8m2A,55,people crowd,train
2GdegCfhP1o,30,people crowd,train
WIn8lre90Vo,4,people crowd,train
B69N0oj9NEk,30,people crowd,train
_-yhbHbHMn0,460,people crowd,train
eIeFMjhOenw,50,people crowd,train
cPb5YexlVSY,180,people crowd,train
qX9qWNc3sVw,40,people crowd,train
3GTLHmApd_c,50,people crowd,train
WSNknB6NNFU,30,people crowd,train
5EPlnD7Sxhg,110,people crowd,train
Tb_cGEFpnko,40,people crowd,train
YtArsyw7X2E,170,people crowd,train
iLF_Ir3L800,815,people crowd,train
GgOM5tz0Ih8,100,people crowd,train
GToGUQZOe7Y,559,people crowd,train
bbmhKsStZMI,20,people crowd,train
1QmEajJP3Jc,260,people crowd,train
YsaNyAm6opU,20,people crowd,train
HX7C959KGdk,160,people crowd,train
dQb7Fxn9UnY,380,people crowd,train
37Neq-Xx0Ao,280,people crowd,train
FSSy-Y_sVGA,10,people crowd,train
38php3NHfoE,30,people crowd,train
IJn4Uc9vf28,30,people crowd,train
We0mvoUnrZ0,30,people crowd,train
zmJt2rhq19M,30,people crowd,train
g91MMWt__nc,30,people crowd,train
j-lhNKj0QQ4,80,people crowd,train
Iiufr2wezns,30,people crowd,train
Lu_OJJGQ0Hc,120,people crowd,train
QinbyHDz8WI,40,people crowd,train
VHUilgKnpvk,20,people crowd,train
BYXj8-dKa1Q,30,people crowd,train
lB02TrxtgJ0,250,people crowd,train
PiP3iigeKgo,250,people crowd,train
jZ4PVmbEIIs,490,people crowd,train
4KKeZJZerMM,30,people crowd,train
30kWvO8lTEY,30,people crowd,train
nzScLuBtisY,120,people crowd,train
gFW3h3EQ49A,10,people crowd,train
KQCGaBu-rBw,30,people crowd,train
ukzoInaDH_o,100,people crowd,train
DaURfI9eNcE,130,people crowd,train
ay5RxrdWk7M,30,people crowd,train
bMKykdAdtBM,0,people crowd,train
Wo85aPpfS8s,220,people crowd,train
wVnU0Z5-qic,0,people crowd,train
99A8PPR8PwM,250,people crowd,train
u-kyC4DoraI,90,people crowd,train
VRCkWUYc92I,80,people crowd,train
ngfstvvkAjs,40,people crowd,train
yuGGDYMFW7Y,90,people crowd,train
mzpu_EIuj3s,160,people crowd,train
4IW2qG5nhG8,80,people crowd,train
PbvaOdsrZVQ,240,people crowd,train
9s6jvP1V56w,80,people crowd,train
yWoJdMEcMCA,0,people crowd,train
VkGpqSRVGU0,10,people crowd,train
Gw6X2l4xnGQ,10,people crowd,train
scEI6RTQyQc,300,people crowd,train
PQnrKRUx21w,260,people crowd,train
g8QRMt0ZyFY,10,people crowd,train
Dtzn0s0wpZo,140,people crowd,train
CcJn-iNyvhA,30,people crowd,train
XE0HTsrpPgE,80,people crowd,train
YdjZ34ZQpwE,90,people crowd,train
QJwIoW_BPkk,100,people crowd,train
qgYvvQKAGKY,210,people crowd,train
loPZ0865dtk,130,people crowd,train
ZZ8PxpwI2ak,100,people crowd,train
pbBs1xZSAkg,10,people crowd,train
ELPYMLewmtE,7,people crowd,train
zd0xKJ0nf3M,450,people crowd,train
VS5_qH4VdEs,10,people crowd,train
2GmJKobPYGs,270,people crowd,train
66wmluoNgMI,130,people crowd,train
BPs5Za2cNOg,130,people crowd,train
0YQuLqEANgM,0,people crowd,train
3KwxaHZD2yU,220,people crowd,train
1eknm-9sIrc,20,people crowd,train
D44X8_iI-dw,160,people crowd,train
gpj1VLZuBeQ,50,people crowd,train
FsvHHQj25d8,520,people crowd,train
smbjzYj9hB0,20,people crowd,train
toi7wTemtks,210,people crowd,train
mXDtKOmAP8M,50,people crowd,train
D-BmCQCzmyU,30,people crowd,train
ncGiW4y0OXQ,10,people crowd,train
IUCbnO8J9yY,140,people crowd,train
bKRZY9fZMcM,480,people crowd,train
8RC6Mp6WsHY,10,people crowd,train
yW661djU6T4,20,people crowd,train
PVLKal2hhc8,30,people crowd,train
uyWu-lciSkk,500,people crowd,train
RrpMoJrp4AY,180,people crowd,train
HddhwL1gVH8,40,people crowd,train
eWA7Vl4S3Uc,250,people crowd,train
2waSY9SJ53c,40,people crowd,train
s5GnOUMLm6Y,30,people crowd,train
Z8ScIDp7FcI,10,people crowd,train
joHug8ZTlAA,350,people crowd,train
bVZFyrgBsKA,127,people crowd,train
bX4AoRIaMuA,150,people crowd,train
qSDMo1iqtrQ,140,people crowd,train
d0zf_fjs20I,30,people crowd,train
H7fYRaeAJ8g,150,people crowd,train
eAtcXEPpqDM,250,people crowd,train
I5j98UjN4f0,150,people crowd,train
HmVVe8ySBbA,120,people crowd,train
KpKLEfCoRdw,30,people crowd,train
SoTWI6qRHyo,0,people crowd,train
5PCRP1sDdB0,230,people crowd,train
zBeEQg5SCZg,290,people crowd,train
T8uLoMChw04,130,people crowd,train
Kui-OVzMIwY,50,people crowd,train
DYTnHcrMJzU,210,people crowd,train
Ds4Y4TH8xo8,14,people crowd,train
lpaTF2mwZTs,90,people crowd,train
dMsp8XMYAKg,130,people crowd,train
Tcswwr9YUpk,240,people crowd,train
d4ZLWk1Z19w,30,people crowd,train
LcLNiUxvGmg,500,people crowd,train
VOiP38QVrZg,150,people crowd,train
pHwldgWTGmY,30,people crowd,train
6pBHqno34_g,60,people crowd,train
KaNLFyIPMqA,220,people crowd,train
Kww17TwVDJs,50,people crowd,train
v9N9LsSWOCA,30,people crowd,train
ipybT8elX30,210,people crowd,train
vaepd1V9pfI,0,people crowd,train
o9t-CyTgpTg,330,people crowd,train
bkzMPhkd7fE,150,people crowd,train
ATEIziVIX-g,40,people crowd,train
BAWJHUcaXxQ,30,people crowd,train
OAfNbPrq_No,170,people crowd,train
J1pNzcvzUIg,10,people crowd,train
B32bkm2Dzzg,30,people crowd,train
__DjqqJwgzg,250,people crowd,train
3m3U_Li3VfQ,80,people crowd,train
E5eXRcrX5ME,294,playing acoustic guitar,train
c38Ia4RMBOw,30,playing acoustic guitar,train
cEaOXZtaYTE,30,playing acoustic guitar,train
Txn3v6f5QnU,30,playing acoustic guitar,train
5e6oOAczGeI,30,playing acoustic guitar,train
WAopsGPqDmg,70,playing acoustic guitar,train
PkCzoqrmnrE,30,playing acoustic guitar,train
DOYONlJplDA,10,playing acoustic guitar,train
nF5ezVd5JdY,10,playing acoustic guitar,train
11JTJe1Hj2k,30,playing acoustic guitar,train
iAG3pefH5uI,150,playing acoustic guitar,train
06scpqQPjBA,30,playing acoustic guitar,train
QYVyG8FrGWw,30,playing acoustic guitar,train
xaPunzw-iTg,30,playing acoustic guitar,train
uderPP64WDw,140,playing acoustic guitar,train
qxl2epHHO8c,90,playing acoustic guitar,train
3Q0qZS8IALw,30,playing acoustic guitar,train
p6I2yJXwwwE,210,playing acoustic guitar,train
emYf0mNW6AI,100,playing acoustic guitar,train
45sWj9-pjkQ,120,playing acoustic guitar,train
Gk2rr7zUiJg,40,playing acoustic guitar,train
1fqWnC_Ztow,80,playing acoustic guitar,train
4q0wumwBeGo,30,playing acoustic guitar,train
EcY2PTlZOA0,0,playing acoustic guitar,train
2MzD4vOV9fY,30,playing acoustic guitar,train
2lj_-APRK9Q,30,playing acoustic guitar,train
0UxedyHm80Y,30,playing acoustic guitar,train
zBd44rxVQyY,30,playing acoustic guitar,train
rC6TOspqYIs,190,playing acoustic guitar,train
vgYjTsOWTRk,90,playing acoustic guitar,train
4WGMFP00rIg,30,playing acoustic guitar,train
12eCYoZHQl4,30,playing acoustic guitar,train
PAGzI7tZ3LQ,50,playing acoustic guitar,train
BfkiflJI5nA,14,playing acoustic guitar,train
4p1AE2_zsHY,30,playing acoustic guitar,train
27K9XCu9yig,30,playing acoustic guitar,train
X8irhajxXcQ,260,playing acoustic guitar,train
KDczq76HVEM,30,playing acoustic guitar,train
r578-_JmuQo,160,playing acoustic guitar,train
-tv917VfSS8,70,playing acoustic guitar,train
4DuUky7GGco,30,playing acoustic guitar,train
0OEJQg-W6gM,30,playing acoustic guitar,train
3yedSgs2tQg,30,playing acoustic guitar,train
xv6oXpoajFA,200,playing acoustic guitar,train
3iYmJWio340,30,playing acoustic guitar,train
3MK31PrLjps,30,playing acoustic guitar,train
tQqJOfRZ8kA,30,playing acoustic guitar,train
M_JBp6bDjnw,340,playing acoustic guitar,train
6VEz6q2lAcQ,100,playing acoustic guitar,train
kkmoSji9b4o,410,playing acoustic guitar,train
ISq4fKAacv0,30,playing acoustic guitar,train
ojCaIbzvvU8,10,playing acoustic guitar,train
38G1Ro98M3k,30,playing acoustic guitar,train
JhVGmE8nQPg,30,playing acoustic guitar,train
-OBtV-0Pvfw,30,playing acoustic guitar,train
-StBx31J1As,30,playing acoustic guitar,train
OpRarOU6C7o,130,playing acoustic guitar,train
-9hqBiuwp2Y,30,playing acoustic guitar,train
2WxzSPESoZI,30,playing acoustic guitar,train
jXC9tuumjiA,75,playing acoustic guitar,train
3eIN0Rim4Ds,30,playing acoustic guitar,train
-qzWHpYij-k,30,playing acoustic guitar,train
Fx-Hj0qE6mA,190,playing acoustic guitar,train
2LM3QUd4WZk,30,playing acoustic guitar,train
NANxYGUR4lk,200,playing acoustic guitar,train
XQf90dkKGYA,384,playing acoustic guitar,train
UHwrrEDANKc,30,playing acoustic guitar,train
nsc5K2ebrRc,50,playing acoustic guitar,train
0-jvBXFUcEw,20,playing acoustic guitar,train
FyQ_V0rSt2U,310,playing acoustic guitar,train
0ZIv7FicA9g,30,playing acoustic guitar,train
Akva1CjEDM8,30,playing acoustic guitar,train
LU55uIgHp50,70,playing acoustic guitar,train
cSUOdtQOmpE,180,playing acoustic guitar,train
3cuj-EPDZKo,30,playing acoustic guitar,train
3c3bvoDlyjM,30,playing acoustic guitar,train
THbc5BlvVbI,30,playing acoustic guitar,train
-awIyiZCQzc,30,playing acoustic guitar,train
LA0mKES-0TM,30,playing acoustic guitar,train
3rf6-9LMshs,30,playing acoustic guitar,train
WTLhFQZSZ08,250,playing acoustic guitar,train
-yOoQLNqLo4,30,playing acoustic guitar,train
3Kiwzn6qTb4,6,playing acoustic guitar,train
-zbs9iexPXU,30,playing acoustic guitar,train
45eqONaFyPQ,30,playing acoustic guitar,train
GjKjnplphn4,200,playing acoustic guitar,train
ztS9XGZJqdo,30,playing acoustic guitar,train
_WoQwUHx-Ps,30,playing acoustic guitar,train
dmFjNULc-Gc,90,playing acoustic guitar,train
4B-5x4dFaFo,30,playing acoustic guitar,train
54MdmDuFk2Q,30,playing acoustic guitar,train
71Hp0NECTdI,160,playing acoustic guitar,train
E6Vr7C8tEQI,30,playing acoustic guitar,train
2Sg6Yq5S9Bo,30,playing acoustic guitar,train
gfjHiY820ug,130,playing acoustic guitar,train
6C_pRHzw9CA,30,playing acoustic guitar,train
f14Am5fWPgc,100,playing acoustic guitar,train
0J5h0X48VWw,110,playing acoustic guitar,train
-vJw-B41tXA,30,playing acoustic guitar,train
jyrov8HPWBg,120,playing acoustic guitar,train
_g3twT5pIzk,20,playing acoustic guitar,train
4aVzh6mImIg,70,playing acoustic guitar,train
u98MLtdZxWQ,60,playing acoustic guitar,train
35MtyyqqQyw,30,playing acoustic guitar,train
QUO5sg8wdmQ,80,playing acoustic guitar,train
RhJkNcvWqrs,30,playing acoustic guitar,train
H4tE85fkAJ0,30,playing acoustic guitar,train
whotFX-CWc4,160,playing acoustic guitar,train
1XAkMV93_IE,30,playing acoustic guitar,train
sfh7Jly68qU,210,playing acoustic guitar,train
Ek3MZQiICuY,30,playing acoustic guitar,train
jvOEwjsb9dQ,11,playing acoustic guitar,train
z99IR7HTnVY,150,playing acoustic guitar,train
izdOd-bq9HE,10,playing acoustic guitar,train
0I_olRe6ONI,30,playing acoustic guitar,train
66Nv3tou3aA,70,playing acoustic guitar,train
1q2R6DEhgY0,30,playing acoustic guitar,train
y6C-pAppl5w,30,playing acoustic guitar,train
FAhyd3cARvE,240,playing acoustic guitar,train
3dalYBRtJZU,30,playing acoustic guitar,train
qOpZX6vEWjk,70,playing acoustic guitar,train
5ts3DbwbcLc,30,playing acoustic guitar,train
_6SuxEctcO8,30,playing acoustic guitar,train
38EQQzHgfxI,30,playing acoustic guitar,train
2ozlK-_rkXg,30,playing acoustic guitar,train
HcFH-8xJ5rw,120,playing acoustic guitar,train
JrD3mJeqjZc,30,playing acoustic guitar,train
6iQoA9F2nb4,365,playing acoustic guitar,train
nt1_2Fu-hIg,80,playing acoustic guitar,train
hhbg60DCwpc,490,playing acoustic guitar,train
M2UqsVIzkYg,70,playing acoustic guitar,train
mSGrH6PcdYQ,90,playing acoustic guitar,train
3AXQ9Ci4kos,30,playing acoustic guitar,train
zfgwzbQToLA,30,playing acoustic guitar,train
EkLSqN63tLU,10,playing acoustic guitar,train
-rCiy-9aYTE,30,playing acoustic guitar,train
0jxMP_iGilI,150,playing acoustic guitar,train
2Q8zm2Vn-M0,30,playing acoustic guitar,train
-PLaLa1Nds4,30,playing acoustic guitar,train
02mPLSkKHA0,30,playing acoustic guitar,train
-fWE_uF89cY,30,playing acoustic guitar,train
31Ia6A8vGX8,30,playing acoustic guitar,train
av80kGAgfbw,30,playing acoustic guitar,train
3RWkWpPkj_o,140,playing acoustic guitar,train
qQ61ZND6ZTA,20,playing acoustic guitar,train
sPzLOL404PA,10,playing acoustic guitar,train
i99SbvQQEYA,30,playing acoustic guitar,train
3-MSGfTyItc,30,playing acoustic guitar,train
jo35ZSkA8Uo,30,playing acoustic guitar,train
47YlecLyyK0,30,playing acoustic guitar,train
RaB9Lvzrvl8,30,playing acoustic guitar,train
1IDGzHKHtVk,30,playing acoustic guitar,train
y3zSnrRB7B8,100,playing acoustic guitar,train
6-2rauewrbI,30,playing acoustic guitar,train
v8Ybt0M-GKg,100,playing acoustic guitar,train
88V1Twm4Mqc,100,playing acoustic guitar,train
3tuKdfMwEII,21,playing acoustic guitar,train
Y9MwFxeC7jo,30,playing acoustic guitar,train
-u1FF1blIcA,30,playing acoustic guitar,train
pWbUhSAI04w,20,playing acoustic guitar,train
LnRs3nKtBlw,10,playing acoustic guitar,train
fK5UcGq7C9I,490,playing acoustic guitar,train
SnnGDCNyopo,15,playing acoustic guitar,train
SuN-Mmucd0Q,50,playing acoustic guitar,train
nqosAg5IEXg,150,playing acoustic guitar,train
UxuWaQ5vbk0,190,playing acoustic guitar,train
3i0NqGfX6UA,30,playing acoustic guitar,train
XHDcZUXPtcI,60,playing acoustic guitar,train
40Z0AThRlok,30,playing acoustic guitar,train
3uRRvfJ3CV0,30,playing acoustic guitar,train
4fr32jhXHQE,30,playing acoustic guitar,train
9sLLZ9TGRhw,0,playing acoustic guitar,train
0dbb7RX2K60,30,playing acoustic guitar,train
zJy6ZdFc5Pk,90,playing acoustic guitar,train
ATxFk10TagY,30,playing acoustic guitar,train
4i-iua3hAG0,30,playing acoustic guitar,train
34YlgsB5WuE,30,playing acoustic guitar,train
388t0Zw9ZEY,30,playing acoustic guitar,train
hlZtBaeby5s,40,playing acoustic guitar,train
VnU_bh0dgNU,964,playing acoustic guitar,train
Apn5Q431cxo,20,playing acoustic guitar,train
V4EcCUwVpT0,30,playing acoustic guitar,train
4x59gQJ_MgM,30,playing acoustic guitar,train
Eb24VvTcl3E,520,playing acoustic guitar,train
lxoa-vAV7z4,170,playing acoustic guitar,train
11VKOVeZnRs,30,playing acoustic guitar,train
4c9xmfKia44,30,playing acoustic guitar,train
4kfOU8PreOo,30,playing acoustic guitar,train
vLVKUreKf4Y,30,playing acoustic guitar,train
dIoRgwkMGBc,20,playing acoustic guitar,train
vgbtA4hNdBo,120,playing acoustic guitar,train
k5lYhTZh9iU,10,playing acoustic guitar,train
TdWIhoQycTc,160,playing acoustic guitar,train
27s1P4Oy2W4,30,playing acoustic guitar,train
2P9hmtffRAU,30,playing acoustic guitar,train
5a8qOyAPq_8,0,playing acoustic guitar,train
4FMcD2urCm4,30,playing acoustic guitar,train
2Kym3-Jvdj8,30,playing acoustic guitar,train
O0PkDqNF7-Y,40,playing acoustic guitar,train
081Cy9LxZiQ,30,playing acoustic guitar,train
Vf61IAMs-Vs,30,playing piano,train
i3XsHwr0wRI,80,playing piano,train
i7VpUHIvs7o,37,playing piano,train
dYvTII4aVYQ,160,playing piano,train
O5hjYr9MIn8,400,playing piano,train
e_rAXhiqVZE,200,playing piano,train
bFM-sOcDqHQ,350,playing piano,train
UaqBlFetzJk,70,playing piano,train
qQQ4dpn42jw,130,playing piano,train
7Gtxu-guFo0,320,playing piano,train
