status,youtube_id,label,split,frame_dir,audio_path
success,1J_j6c2uQaM,thunder,test,processed_vggsound/test/frames/thunder/1J_j6c2uQaM_30,processed_vggsound/test/audio/thunder/1J_j6c2uQaM_30.wav
success,_loJG92_VBE,playing acoustic guitar,test,processed_vggsound/test/frames/playing_acoustic_guitar/_loJG92_VBE_50,processed_vggsound/test/audio/playing_acoustic_guitar/_loJG92_VBE_50.wav
success,WIB7122ZQc8,playing piano,train,processed_vggsound/train/frames/playing_piano/WIB7122ZQc8_70,processed_vggsound/train/audio/playing_piano/WIB7122ZQc8_70.wav
success,HvVLgyplPxg,playing piano,train,processed_vggsound/train/frames/playing_piano/HvVLgyplPxg_110,processed_vggsound/train/audio/playing_piano/HvVLgyplPxg_110.wav
success,Hrl1UhQIEAs,cat meowing,train,processed_vggsound/train/frames/cat_meowing/Hrl1UhQIEAs_30,processed_vggsound/train/audio/cat_meowing/Hrl1UhQIEAs_30.wav
success,z-y7pThxjts,dog barking,train,processed_vggsound/train/frames/dog_barking/z-y7pThxjts_10,processed_vggsound/train/audio/dog_barking/z-y7pThxjts_10.wav
success,xZb4Fn654vs,waterfall burbling,train,processed_vggsound/train/frames/waterfall_burbling/xZb4Fn654vs_160,processed_vggsound/train/audio/waterfall_burbling/xZb4Fn654vs_160.wav
success,0-bn-Mo_4g0,thunder,train,processed_vggsound/train/frames/thunder/0-bn-Mo_4g0_450,processed_vggsound/train/audio/thunder/0-bn-Mo_4g0_450.wav
success,HqKVoaR75z0,train horning,train,processed_vggsound/train/frames/train_horning/HqKVoaR75z0_30,processed_vggsound/train/audio/train_horning/HqKVoaR75z0_30.wav
success,4GrS-i4j-Ls,raining,train,processed_vggsound/train/frames/raining/4GrS-i4j-Ls_30,processed_vggsound/train/audio/raining/4GrS-i4j-Ls_30.wav
success,nF5ezVd5JdY,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/nF5ezVd5JdY_10,processed_vggsound/train/audio/playing_acoustic_guitar/nF5ezVd5JdY_10.wav
success,N0jVgldCwAk,"bird chirping, tweeting",test,processed_vggsound/test/frames/bird_chirping__tweeting/N0jVgldCwAk_0,processed_vggsound/test/audio/bird_chirping__tweeting/N0jVgldCwAk_0.wav
success,hhbg60DCwpc,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/hhbg60DCwpc_490,processed_vggsound/train/audio/playing_acoustic_guitar/hhbg60DCwpc_490.wav
success,m98BKPAD-84,dog barking,test,processed_vggsound/test/frames/dog_barking/m98BKPAD-84_20,processed_vggsound/test/audio/dog_barking/m98BKPAD-84_20.wav
success,7Q3-j5eZRyg,helicopter,train,processed_vggsound/train/frames/helicopter/7Q3-j5eZRyg_50,processed_vggsound/train/audio/helicopter/7Q3-j5eZRyg_50.wav
success,Y9WiYTjoa80,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/Y9WiYTjoa80_16,processed_vggsound/train/audio/car_engine_knocking/Y9WiYTjoa80_16.wav
success,kDjhokx5wmM,raining,train,processed_vggsound/train/frames/raining/kDjhokx5wmM_10,processed_vggsound/train/audio/raining/kDjhokx5wmM_10.wav
success,49bodvIUNqI,train horning,train,processed_vggsound/train/frames/train_horning/49bodvIUNqI_24,processed_vggsound/train/audio/train_horning/49bodvIUNqI_24.wav
success,gUZOZP-sgng,typing on computer keyboard,test,processed_vggsound/test/frames/typing_on_computer_keyboard/gUZOZP-sgng_330,processed_vggsound/test/audio/typing_on_computer_keyboard/gUZOZP-sgng_330.wav
success,0jxMP_iGilI,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/0jxMP_iGilI_150,processed_vggsound/train/audio/playing_acoustic_guitar/0jxMP_iGilI_150.wav
success,D7dVlhBcdBs,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/D7dVlhBcdBs_80,processed_vggsound/train/audio/ocean_burbling/D7dVlhBcdBs_80.wav
success,VQbC7Oth7wQ,typing on computer keyboard,test,processed_vggsound/test/frames/typing_on_computer_keyboard/VQbC7Oth7wQ_30,processed_vggsound/test/audio/typing_on_computer_keyboard/VQbC7Oth7wQ_30.wav
success,YRVjB2TxIHU,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/YRVjB2TxIHU_8,processed_vggsound/train/audio/car_engine_knocking/YRVjB2TxIHU_8.wav
success,eMd29SHi1ng,train horning,train,processed_vggsound/train/frames/train_horning/eMd29SHi1ng_40,processed_vggsound/train/audio/train_horning/eMd29SHi1ng_40.wav
success,MfKSVJIcDK0,playing acoustic guitar,test,processed_vggsound/test/frames/playing_acoustic_guitar/MfKSVJIcDK0_30,processed_vggsound/test/audio/playing_acoustic_guitar/MfKSVJIcDK0_30.wav
success,8phqCSEMh0o,"female speech, woman speaking",train,processed_vggsound/train/frames/female_speech__woman_speaking/8phqCSEMh0o_30,processed_vggsound/train/audio/female_speech__woman_speaking/8phqCSEMh0o_30.wav
success,KjGjVsWAfBk,dog barking,train,processed_vggsound/train/frames/dog_barking/KjGjVsWAfBk_2,processed_vggsound/train/audio/dog_barking/KjGjVsWAfBk_2.wav
success,wXgtPsZfMi8,playing piano,train,processed_vggsound/train/frames/playing_piano/wXgtPsZfMi8_20,processed_vggsound/train/audio/playing_piano/wXgtPsZfMi8_20.wav
success,y5zCaRaJ-kE,playing piano,test,processed_vggsound/test/frames/playing_piano/y5zCaRaJ-kE_0,processed_vggsound/test/audio/playing_piano/y5zCaRaJ-kE_0.wav
success,mydw8pGo6CA,"bird chirping, tweeting",train,processed_vggsound/train/frames/bird_chirping__tweeting/mydw8pGo6CA_480,processed_vggsound/train/audio/bird_chirping__tweeting/mydw8pGo6CA_480.wav
success,LZFfZoHh-Vs,thunder,test,processed_vggsound/test/frames/thunder/LZFfZoHh-Vs_30,processed_vggsound/test/audio/thunder/LZFfZoHh-Vs_30.wav
success,Ye8Coxt72Ok,people crowd,train,processed_vggsound/train/frames/people_crowd/Ye8Coxt72Ok_30,processed_vggsound/train/audio/people_crowd/Ye8Coxt72Ok_30.wav
success,Akva1CjEDM8,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/Akva1CjEDM8_30,processed_vggsound/train/audio/playing_acoustic_guitar/Akva1CjEDM8_30.wav
success,8sDQkl2g4AA,"bird chirping, tweeting",test,processed_vggsound/test/frames/bird_chirping__tweeting/8sDQkl2g4AA_30,processed_vggsound/test/audio/bird_chirping__tweeting/8sDQkl2g4AA_30.wav
success,sxP8Z_FiKw8,car engine knocking,test,processed_vggsound/test/frames/car_engine_knocking/sxP8Z_FiKw8_30,processed_vggsound/test/audio/car_engine_knocking/sxP8Z_FiKw8_30.wav
success,KR42f4AZnkw,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/KR42f4AZnkw_20,processed_vggsound/train/audio/ocean_burbling/KR42f4AZnkw_20.wav
success,AIB-LXGOH6A,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/AIB-LXGOH6A_40,processed_vggsound/train/audio/ocean_burbling/AIB-LXGOH6A_40.wav
success,asBHuUH8GIs,helicopter,train,processed_vggsound/train/frames/helicopter/asBHuUH8GIs_80,processed_vggsound/train/audio/helicopter/asBHuUH8GIs_80.wav
success,iBtq2V0KGKk,helicopter,train,processed_vggsound/train/frames/helicopter/iBtq2V0KGKk_10,processed_vggsound/train/audio/helicopter/iBtq2V0KGKk_10.wav
success,XTsJ_1I-jL4,"bird chirping, tweeting",train,processed_vggsound/train/frames/bird_chirping__tweeting/XTsJ_1I-jL4_30,processed_vggsound/train/audio/bird_chirping__tweeting/XTsJ_1I-jL4_30.wav
success,7yXROxIZfeo,raining,train,processed_vggsound/train/frames/raining/7yXROxIZfeo_53,processed_vggsound/train/audio/raining/7yXROxIZfeo_53.wav
success,nQXhVKsRI6w,dog barking,train,processed_vggsound/train/frames/dog_barking/nQXhVKsRI6w_0,processed_vggsound/train/audio/dog_barking/nQXhVKsRI6w_0.wav
success,LMZt1Saz0J0,train horning,train,processed_vggsound/train/frames/train_horning/LMZt1Saz0J0_160,processed_vggsound/train/audio/train_horning/LMZt1Saz0J0_160.wav
success,RMhxg8dOPrI,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/RMhxg8dOPrI_150,processed_vggsound/train/audio/ocean_burbling/RMhxg8dOPrI_150.wav
success,zggiDbSagrw,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/zggiDbSagrw_0,processed_vggsound/train/audio/ocean_burbling/zggiDbSagrw_0.wav
success,uCmStSruEFk,waterfall burbling,train,processed_vggsound/train/frames/waterfall_burbling/uCmStSruEFk_20,processed_vggsound/train/audio/waterfall_burbling/uCmStSruEFk_20.wav
success,wZtqrVzinZA,helicopter,train,processed_vggsound/train/frames/helicopter/wZtqrVzinZA_470,processed_vggsound/train/audio/helicopter/wZtqrVzinZA_470.wav
success,qJaL-0yfbsE,"bird chirping, tweeting",train,processed_vggsound/train/frames/bird_chirping__tweeting/qJaL-0yfbsE_380,processed_vggsound/train/audio/bird_chirping__tweeting/qJaL-0yfbsE_380.wav
success,BYeBFFZEwz0,"female speech, woman speaking",train,processed_vggsound/train/frames/female_speech__woman_speaking/BYeBFFZEwz0_30,processed_vggsound/train/audio/female_speech__woman_speaking/BYeBFFZEwz0_30.wav
success,9IhwuLSwKwc,typing on computer keyboard,train,processed_vggsound/train/frames/typing_on_computer_keyboard/9IhwuLSwKwc_30,processed_vggsound/train/audio/typing_on_computer_keyboard/9IhwuLSwKwc_30.wav
success,bpqvsZ-6tNI,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/bpqvsZ-6tNI_280,processed_vggsound/train/audio/ocean_burbling/bpqvsZ-6tNI_280.wav
success,S9-95TaPAX8,train horning,train,processed_vggsound/train/frames/train_horning/S9-95TaPAX8_0,processed_vggsound/train/audio/train_horning/S9-95TaPAX8_0.wav
success,FK38PMVIGuw,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/FK38PMVIGuw_2,processed_vggsound/train/audio/car_engine_knocking/FK38PMVIGuw_2.wav
success,kLtAyepYMZ4,waterfall burbling,test,processed_vggsound/test/frames/waterfall_burbling/kLtAyepYMZ4_10,processed_vggsound/test/audio/waterfall_burbling/kLtAyepYMZ4_10.wav
success,c8sTH-PjrB8,"bird chirping, tweeting",train,processed_vggsound/train/frames/bird_chirping__tweeting/c8sTH-PjrB8_80,processed_vggsound/train/audio/bird_chirping__tweeting/c8sTH-PjrB8_80.wav
success,raia58seqYA,people crowd,train,processed_vggsound/train/frames/people_crowd/raia58seqYA_180,processed_vggsound/train/audio/people_crowd/raia58seqYA_180.wav
success,G6abZ8Eze6E,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/G6abZ8Eze6E_240,processed_vggsound/train/audio/ocean_burbling/G6abZ8Eze6E_240.wav
success,Pllz9qSURGg,cat meowing,train,processed_vggsound/train/frames/cat_meowing/Pllz9qSURGg_30,processed_vggsound/train/audio/cat_meowing/Pllz9qSURGg_30.wav
success,_awxRCtO1PQ,train horning,train,processed_vggsound/train/frames/train_horning/_awxRCtO1PQ_0,processed_vggsound/train/audio/train_horning/_awxRCtO1PQ_0.wav
success,5wEED19iRfc,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/5wEED19iRfc_1,processed_vggsound/train/audio/ocean_burbling/5wEED19iRfc_1.wav
success,Ly2Dr03i9_w,playing piano,test,processed_vggsound/test/frames/playing_piano/Ly2Dr03i9_w_30,processed_vggsound/test/audio/playing_piano/Ly2Dr03i9_w_30.wav
success,CYZ8TrVcthM,thunder,train,processed_vggsound/train/frames/thunder/CYZ8TrVcthM_30,processed_vggsound/train/audio/thunder/CYZ8TrVcthM_30.wav
success,-kKEV9mrbK4,cat meowing,train,processed_vggsound/train/frames/cat_meowing/-kKEV9mrbK4_30,processed_vggsound/train/audio/cat_meowing/-kKEV9mrbK4_30.wav
success,yyPsyKd6OXw,typing on computer keyboard,train,processed_vggsound/train/frames/typing_on_computer_keyboard/yyPsyKd6OXw_360,processed_vggsound/train/audio/typing_on_computer_keyboard/yyPsyKd6OXw_360.wav
success,YUro_o-hcsY,"bird chirping, tweeting",test,processed_vggsound/test/frames/bird_chirping__tweeting/YUro_o-hcsY_30,processed_vggsound/test/audio/bird_chirping__tweeting/YUro_o-hcsY_30.wav
success,umBY6kfmVEo,waterfall burbling,train,processed_vggsound/train/frames/waterfall_burbling/umBY6kfmVEo_110,processed_vggsound/train/audio/waterfall_burbling/umBY6kfmVEo_110.wav
success,D2HyDCMIQ50,typing on computer keyboard,train,processed_vggsound/train/frames/typing_on_computer_keyboard/D2HyDCMIQ50_70,processed_vggsound/train/audio/typing_on_computer_keyboard/D2HyDCMIQ50_70.wav
success,7YwNB0qvNRc,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/7YwNB0qvNRc_470,processed_vggsound/train/audio/ocean_burbling/7YwNB0qvNRc_470.wav
success,amKlD9GdFvM,raining,test,processed_vggsound/test/frames/raining/amKlD9GdFvM_30,processed_vggsound/test/audio/raining/amKlD9GdFvM_30.wav
success,XFplj-GonG8,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/XFplj-GonG8_24,processed_vggsound/train/audio/car_engine_knocking/XFplj-GonG8_24.wav
success,6E0LhMYZg4o,cat meowing,train,processed_vggsound/train/frames/cat_meowing/6E0LhMYZg4o_30,processed_vggsound/train/audio/cat_meowing/6E0LhMYZg4o_30.wav
success,XfgdkDe1vXg,playing piano,train,processed_vggsound/train/frames/playing_piano/XfgdkDe1vXg_90,processed_vggsound/train/audio/playing_piano/XfgdkDe1vXg_90.wav
success,G1LhbF6TxXs,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/G1LhbF6TxXs_60,processed_vggsound/train/audio/ocean_burbling/G1LhbF6TxXs_60.wav
success,446etGsnI_E,cat meowing,test,processed_vggsound/test/frames/cat_meowing/446etGsnI_E_30,processed_vggsound/test/audio/cat_meowing/446etGsnI_E_30.wav
success,AcvHsHyQWaM,dog barking,train,processed_vggsound/train/frames/dog_barking/AcvHsHyQWaM_17,processed_vggsound/train/audio/dog_barking/AcvHsHyQWaM_17.wav
success,xf0cheS5wFM,playing piano,train,processed_vggsound/train/frames/playing_piano/xf0cheS5wFM_90,processed_vggsound/train/audio/playing_piano/xf0cheS5wFM_90.wav
success,qQQ4dpn42jw,playing piano,train,processed_vggsound/train/frames/playing_piano/qQQ4dpn42jw_130,processed_vggsound/train/audio/playing_piano/qQQ4dpn42jw_130.wav
success,nBSUyhsy3tU,typing on computer keyboard,train,processed_vggsound/train/frames/typing_on_computer_keyboard/nBSUyhsy3tU_50,processed_vggsound/train/audio/typing_on_computer_keyboard/nBSUyhsy3tU_50.wav
success,HaJarMSG9g8,train horning,train,processed_vggsound/train/frames/train_horning/HaJarMSG9g8_550,processed_vggsound/train/audio/train_horning/HaJarMSG9g8_550.wav
success,WVrZ7P4QfcE,"bird chirping, tweeting",train,processed_vggsound/train/frames/bird_chirping__tweeting/WVrZ7P4QfcE_90,processed_vggsound/train/audio/bird_chirping__tweeting/WVrZ7P4QfcE_90.wav
success,CLlzmlbmTf4,helicopter,train,processed_vggsound/train/frames/helicopter/CLlzmlbmTf4_30,processed_vggsound/train/audio/helicopter/CLlzmlbmTf4_30.wav
success,c6VWQGFmNUE,thunder,test,processed_vggsound/test/frames/thunder/c6VWQGFmNUE_30,processed_vggsound/test/audio/thunder/c6VWQGFmNUE_30.wav
success,DD0iSzxHJ_Q,helicopter,train,processed_vggsound/train/frames/helicopter/DD0iSzxHJ_Q_0,processed_vggsound/train/audio/helicopter/DD0iSzxHJ_Q_0.wav
success,3Z6WE3OB3Ag,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/3Z6WE3OB3Ag_40,processed_vggsound/train/audio/car_engine_knocking/3Z6WE3OB3Ag_40.wav
success,chIcsnCHHh8,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/chIcsnCHHh8_40,processed_vggsound/train/audio/ocean_burbling/chIcsnCHHh8_40.wav
success,1KpvQAM14Ic,waterfall burbling,test,processed_vggsound/test/frames/waterfall_burbling/1KpvQAM14Ic_30,processed_vggsound/test/audio/waterfall_burbling/1KpvQAM14Ic_30.wav
success,7ZP6spYsUf0,"female speech, woman speaking",train,processed_vggsound/train/frames/female_speech__woman_speaking/7ZP6spYsUf0_30,processed_vggsound/train/audio/female_speech__woman_speaking/7ZP6spYsUf0_30.wav
success,XQf90dkKGYA,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/XQf90dkKGYA_384,processed_vggsound/train/audio/playing_acoustic_guitar/XQf90dkKGYA_384.wav
success,kmhrgajDUgA,dog barking,train,processed_vggsound/train/frames/dog_barking/kmhrgajDUgA_30,processed_vggsound/train/audio/dog_barking/kmhrgajDUgA_30.wav
success,8CG1lsn8y58,waterfall burbling,train,processed_vggsound/train/frames/waterfall_burbling/8CG1lsn8y58_60,processed_vggsound/train/audio/waterfall_burbling/8CG1lsn8y58_60.wav
success,RRuWDo1S-3o,"bird chirping, tweeting",train,processed_vggsound/train/frames/bird_chirping__tweeting/RRuWDo1S-3o_50,processed_vggsound/train/audio/bird_chirping__tweeting/RRuWDo1S-3o_50.wav
success,av80kGAgfbw,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/av80kGAgfbw_30,processed_vggsound/train/audio/playing_acoustic_guitar/av80kGAgfbw_30.wav
success,KuLE8odpCc8,typing on computer keyboard,test,processed_vggsound/test/frames/typing_on_computer_keyboard/KuLE8odpCc8_100,processed_vggsound/test/audio/typing_on_computer_keyboard/KuLE8odpCc8_100.wav
success,8Fut6ZU85Fs,car engine knocking,test,processed_vggsound/test/frames/car_engine_knocking/8Fut6ZU85Fs_60,processed_vggsound/test/audio/car_engine_knocking/8Fut6ZU85Fs_60.wav
success,HpWgE39uRzE,thunder,train,processed_vggsound/train/frames/thunder/HpWgE39uRzE_180,processed_vggsound/train/audio/thunder/HpWgE39uRzE_180.wav
success,ikJKSqnTylI,playing piano,test,processed_vggsound/test/frames/playing_piano/ikJKSqnTylI_70,processed_vggsound/test/audio/playing_piano/ikJKSqnTylI_70.wav
success,UWizNEHrzCY,dog barking,test,processed_vggsound/test/frames/dog_barking/UWizNEHrzCY_17,processed_vggsound/test/audio/dog_barking/UWizNEHrzCY_17.wav
success,-ZMAmXHkEOc,raining,train,processed_vggsound/train/frames/raining/-ZMAmXHkEOc_30,processed_vggsound/train/audio/raining/-ZMAmXHkEOc_30.wav
success,-StBx31J1As,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/-StBx31J1As_30,processed_vggsound/train/audio/playing_acoustic_guitar/-StBx31J1As_30.wav
success,S2N-idiY0m8,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/S2N-idiY0m8_67,processed_vggsound/train/audio/car_engine_knocking/S2N-idiY0m8_67.wav
success,osxJ5-_Ccp0,raining,train,processed_vggsound/train/frames/raining/osxJ5-_Ccp0_7,processed_vggsound/train/audio/raining/osxJ5-_Ccp0_7.wav
success,mbTphsggL6c,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/mbTphsggL6c_0,processed_vggsound/train/audio/ocean_burbling/mbTphsggL6c_0.wav
success,6sHQYwNKJzU,waterfall burbling,test,processed_vggsound/test/frames/waterfall_burbling/6sHQYwNKJzU_410,processed_vggsound/test/audio/waterfall_burbling/6sHQYwNKJzU_410.wav
success,-gSfPQqi6nI,cat meowing,test,processed_vggsound/test/frames/cat_meowing/-gSfPQqi6nI_30,processed_vggsound/test/audio/cat_meowing/-gSfPQqi6nI_30.wav
success,MosOtH1imQA,"female speech, woman speaking",test,processed_vggsound/test/frames/female_speech__woman_speaking/MosOtH1imQA_30,processed_vggsound/test/audio/female_speech__woman_speaking/MosOtH1imQA_30.wav
success,TmUfQdxyjcw,cat meowing,train,processed_vggsound/train/frames/cat_meowing/TmUfQdxyjcw_37,processed_vggsound/train/audio/cat_meowing/TmUfQdxyjcw_37.wav
success,KC-wRA_SwK0,helicopter,test,processed_vggsound/test/frames/helicopter/KC-wRA_SwK0_140,processed_vggsound/test/audio/helicopter/KC-wRA_SwK0_140.wav
success,k2EZpTVUWSo,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/k2EZpTVUWSo_30,processed_vggsound/train/audio/ocean_burbling/k2EZpTVUWSo_30.wav
success,H4tE85fkAJ0,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/H4tE85fkAJ0_30,processed_vggsound/train/audio/playing_acoustic_guitar/H4tE85fkAJ0_30.wav
success,dj_LvYzI0t4,playing piano,train,processed_vggsound/train/frames/playing_piano/dj_LvYzI0t4_50,processed_vggsound/train/audio/playing_piano/dj_LvYzI0t4_50.wav
success,xFWvuRkMNws,"female speech, woman speaking",train,processed_vggsound/train/frames/female_speech__woman_speaking/xFWvuRkMNws_540,processed_vggsound/train/audio/female_speech__woman_speaking/xFWvuRkMNws_540.wav
success,gv7-gLB1_40,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/gv7-gLB1_40_0,processed_vggsound/train/audio/car_engine_knocking/gv7-gLB1_40_0.wav
success,ChlD_ZfpPdw,typing on computer keyboard,train,processed_vggsound/train/frames/typing_on_computer_keyboard/ChlD_ZfpPdw_54,processed_vggsound/train/audio/typing_on_computer_keyboard/ChlD_ZfpPdw_54.wav
success,rC6TOspqYIs,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/rC6TOspqYIs_190,processed_vggsound/train/audio/playing_acoustic_guitar/rC6TOspqYIs_190.wav
success,W5oXrz8dqBk,playing piano,train,processed_vggsound/train/frames/playing_piano/W5oXrz8dqBk_30,processed_vggsound/train/audio/playing_piano/W5oXrz8dqBk_30.wav
success,M2UqsVIzkYg,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/M2UqsVIzkYg_70,processed_vggsound/train/audio/playing_acoustic_guitar/M2UqsVIzkYg_70.wav
success,UpXTTnAJndg,helicopter,train,processed_vggsound/train/frames/helicopter/UpXTTnAJndg_120,processed_vggsound/train/audio/helicopter/UpXTTnAJndg_120.wav
success,DeJLF0gJ3TM,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/DeJLF0gJ3TM_36,processed_vggsound/train/audio/car_engine_knocking/DeJLF0gJ3TM_36.wav
success,8WyHwWtWF1k,thunder,train,processed_vggsound/train/frames/thunder/8WyHwWtWF1k_50,processed_vggsound/train/audio/thunder/8WyHwWtWF1k_50.wav
success,HbgLcK3NgD8,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/HbgLcK3NgD8_0,processed_vggsound/train/audio/car_engine_knocking/HbgLcK3NgD8_0.wav
success,Lhd0A3gu2gA,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/Lhd0A3gu2gA_270,processed_vggsound/train/audio/ocean_burbling/Lhd0A3gu2gA_270.wav
success,Zn78s0ELBe0,people crowd,train,processed_vggsound/train/frames/people_crowd/Zn78s0ELBe0_30,processed_vggsound/train/audio/people_crowd/Zn78s0ELBe0_30.wav
success,bLpWuHyOCzk,waterfall burbling,train,processed_vggsound/train/frames/waterfall_burbling/bLpWuHyOCzk_210,processed_vggsound/train/audio/waterfall_burbling/bLpWuHyOCzk_210.wav
success,FVpLUGcFLTY,people crowd,test,processed_vggsound/test/frames/people_crowd/FVpLUGcFLTY_290,processed_vggsound/test/audio/people_crowd/FVpLUGcFLTY_290.wav
success,YtArsyw7X2E,people crowd,train,processed_vggsound/train/frames/people_crowd/YtArsyw7X2E_170,processed_vggsound/train/audio/people_crowd/YtArsyw7X2E_170.wav
success,LyIhmCTPLUc,cat meowing,test,processed_vggsound/test/frames/cat_meowing/LyIhmCTPLUc_30,processed_vggsound/test/audio/cat_meowing/LyIhmCTPLUc_30.wav
success,LWClbNmo37k,helicopter,train,processed_vggsound/train/frames/helicopter/LWClbNmo37k_30,processed_vggsound/train/audio/helicopter/LWClbNmo37k_30.wav
success,epy9tDPZLbQ,"bird chirping, tweeting",train,processed_vggsound/train/frames/bird_chirping__tweeting/epy9tDPZLbQ_9,processed_vggsound/train/audio/bird_chirping__tweeting/epy9tDPZLbQ_9.wav
success,0IOsmq3RCSw,thunder,train,processed_vggsound/train/frames/thunder/0IOsmq3RCSw_360,processed_vggsound/train/audio/thunder/0IOsmq3RCSw_360.wav
success,9bimA8d3pHA,"female speech, woman speaking",train,processed_vggsound/train/frames/female_speech__woman_speaking/9bimA8d3pHA_30,processed_vggsound/train/audio/female_speech__woman_speaking/9bimA8d3pHA_30.wav
success,3i0NqGfX6UA,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/3i0NqGfX6UA_30,processed_vggsound/train/audio/playing_acoustic_guitar/3i0NqGfX6UA_30.wav
success,Rnf7M43L6NI,train horning,test,processed_vggsound/test/frames/train_horning/Rnf7M43L6NI_195,processed_vggsound/test/audio/train_horning/Rnf7M43L6NI_195.wav
success,0XCcQjayRWU,waterfall burbling,train,processed_vggsound/train/frames/waterfall_burbling/0XCcQjayRWU_30,processed_vggsound/train/audio/waterfall_burbling/0XCcQjayRWU_30.wav
success,Uv3K_pEUlX8,helicopter,test,processed_vggsound/test/frames/helicopter/Uv3K_pEUlX8_20,processed_vggsound/test/audio/helicopter/Uv3K_pEUlX8_20.wav
success,Xb7lSqbJYog,helicopter,test,processed_vggsound/test/frames/helicopter/Xb7lSqbJYog_490,processed_vggsound/test/audio/helicopter/Xb7lSqbJYog_490.wav
success,2sZhC_mKeic,cat meowing,train,processed_vggsound/train/frames/cat_meowing/2sZhC_mKeic_30,processed_vggsound/train/audio/cat_meowing/2sZhC_mKeic_30.wav
success,HSPBrLMYWQA,cat meowing,test,processed_vggsound/test/frames/cat_meowing/HSPBrLMYWQA_30,processed_vggsound/test/audio/cat_meowing/HSPBrLMYWQA_30.wav
success,KcZZlt-zucU,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/KcZZlt-zucU_23,processed_vggsound/train/audio/car_engine_knocking/KcZZlt-zucU_23.wav
success,DTBz0ljgQb4,playing piano,train,processed_vggsound/train/frames/playing_piano/DTBz0ljgQb4_350,processed_vggsound/train/audio/playing_piano/DTBz0ljgQb4_350.wav
success,SwNpTkATj4w,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/SwNpTkATj4w_30,processed_vggsound/train/audio/car_engine_knocking/SwNpTkATj4w_30.wav
success,XE0HTsrpPgE,people crowd,train,processed_vggsound/train/frames/people_crowd/XE0HTsrpPgE_80,processed_vggsound/train/audio/people_crowd/XE0HTsrpPgE_80.wav
success,D5yf64CkO90,train horning,train,processed_vggsound/train/frames/train_horning/D5yf64CkO90_190,processed_vggsound/train/audio/train_horning/D5yf64CkO90_190.wav
success,1kThh0JTI1g,typing on computer keyboard,train,processed_vggsound/train/frames/typing_on_computer_keyboard/1kThh0JTI1g_30,processed_vggsound/train/audio/typing_on_computer_keyboard/1kThh0JTI1g_30.wav
success,PPIRwa5nKA4,"female speech, woman speaking",train,processed_vggsound/train/frames/female_speech__woman_speaking/PPIRwa5nKA4_250,processed_vggsound/train/audio/female_speech__woman_speaking/PPIRwa5nKA4_250.wav
success,PGB_PyO2w0k,helicopter,train,processed_vggsound/train/frames/helicopter/PGB_PyO2w0k_270,processed_vggsound/train/audio/helicopter/PGB_PyO2w0k_270.wav
success,ThUAAmLjUKM,thunder,train,processed_vggsound/train/frames/thunder/ThUAAmLjUKM_20,processed_vggsound/train/audio/thunder/ThUAAmLjUKM_20.wav
success,5qwINN3Yb0k,playing piano,train,processed_vggsound/train/frames/playing_piano/5qwINN3Yb0k_60,processed_vggsound/train/audio/playing_piano/5qwINN3Yb0k_60.wav
